job,marital,education,default,housing,loan,contact,month,poutcome,deposit
technician,married,tertiary,no,yes,no,cellular,jul,unknown,yes
management,married,tertiary,no,no,yes,cellular,jul,unknown,yes
services,single,secondary,no,no,yes,cellular,jul,unknown,yes
management,married,tertiary,no,yes,no,cellular,jul,unknown,yes
entrepreneur,married,primary,no,yes,no,cellular,jul,unknown,yes
blue-collar,single,primary,no,yes,no,cellular,jul,unknown,yes
services,divorced,secondary,no,no,yes,cellular,jul,unknown,yes
retired,married,secondary,no,no,no,cellular,jul,unknown,yes
entrepreneur,married,secondary,no,no,yes,cellular,jul,unknown,yes
management,divorced,tertiary,no,no,no,cellular,jul,unknown,yes
blue-collar,single,primary,no,no,no,cellular,jul,unknown,yes
entrepreneur,divorced,secondary,no,no,yes,cellular,jul,unknown,yes
student,single,tertiary,no,no,no,cellular,jul,unknown,yes
entrepreneur,married,tertiary,no,no,no,cellular,jul,unknown,yes
management,single,tertiary,no,yes,no,cellular,jul,unknown,yes
blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,single,unknown,no,yes,yes,cellular,jul,unknown,yes
management,single,tertiary,no,yes,no,cellular,jul,unknown,yes
technician,single,secondary,no,no,no,cellular,jul,unknown,yes
management,married,tertiary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,yes
technician,married,secondary,no,yes,yes,cellular,jul,unknown,yes
unemployed,divorced,tertiary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,yes
admin.,single,secondary,no,no,no,cellular,jul,unknown,yes
blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,yes
services,married,secondary,no,yes,yes,cellular,jul,unknown,yes
student,married,secondary,no,yes,no,cellular,jul,unknown,yes
management,married,tertiary,no,no,yes,cellular,jul,unknown,yes
housemaid,married,primary,no,yes,no,cellular,jul,unknown,yes
blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,yes
technician,married,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,divorced,secondary,no,yes,no,telephone,jul,unknown,yes
services,single,secondary,no,no,yes,cellular,jul,unknown,yes
management,married,tertiary,no,yes,no,cellular,jul,unknown,yes
services,single,secondary,no,yes,no,cellular,jul,unknown,yes
self-employed,divorced,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,yes
admin.,married,secondary,no,yes,no,telephone,jul,unknown,yes
technician,single,tertiary,no,no,no,cellular,jul,unknown,yes
housemaid,married,primary,no,yes,no,cellular,jul,unknown,yes
blue-collar,divorced,primary,no,yes,no,cellular,jul,unknown,yes
management,divorced,tertiary,no,yes,no,cellular,jul,unknown,yes
services,married,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,yes
entrepreneur,divorced,secondary,no,yes,no,cellular,jul,unknown,yes
housemaid,divorced,primary,no,yes,no,cellular,jul,unknown,yes
services,divorced,secondary,no,yes,no,cellular,jul,unknown,yes
technician,divorced,secondary,no,no,no,cellular,jul,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,yes
self-employed,married,primary,no,yes,no,cellular,jul,unknown,yes
blue-collar,divorced,primary,no,yes,no,cellular,jul,unknown,yes
admin.,single,secondary,no,no,no,cellular,jul,unknown,yes
admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,yes
admin.,divorced,secondary,no,no,no,cellular,jul,unknown,yes
entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,secondary,no,no,no,cellular,jul,unknown,yes
admin.,divorced,secondary,no,no,yes,cellular,jul,unknown,yes
blue-collar,divorced,secondary,no,yes,yes,cellular,jul,unknown,yes
entrepreneur,single,tertiary,no,yes,no,cellular,jul,unknown,yes
management,married,tertiary,no,yes,no,cellular,jul,unknown,yes
services,single,secondary,no,no,yes,cellular,jul,unknown,yes
retired,divorced,tertiary,no,no,yes,cellular,jul,unknown,yes
technician,married,secondary,no,yes,no,cellular,jul,unknown,yes
management,married,tertiary,no,yes,no,telephone,jul,unknown,yes
management,married,tertiary,no,yes,no,cellular,jul,unknown,yes
technician,divorced,secondary,no,no,yes,cellular,jul,unknown,yes
retired,married,unknown,no,no,no,cellular,jul,unknown,yes
unemployed,married,unknown,no,yes,no,telephone,jul,unknown,yes
services,married,primary,no,no,yes,telephone,jul,unknown,yes
housemaid,married,secondary,no,yes,no,telephone,jul,unknown,yes
blue-collar,single,primary,no,yes,no,cellular,jul,unknown,yes
admin.,single,secondary,no,no,no,cellular,jul,unknown,yes
technician,single,secondary,no,no,yes,cellular,jul,unknown,yes
management,single,tertiary,no,no,yes,cellular,jul,unknown,yes
services,single,secondary,no,no,no,cellular,jul,unknown,yes
management,single,tertiary,no,no,no,cellular,jul,unknown,yes
management,married,primary,no,yes,no,cellular,jul,unknown,yes
management,single,tertiary,no,yes,no,cellular,jul,unknown,yes
management,divorced,tertiary,no,no,yes,cellular,jul,unknown,yes
technician,married,secondary,no,yes,no,cellular,jul,unknown,yes
technician,married,tertiary,no,yes,no,cellular,jul,unknown,yes
technician,single,tertiary,no,no,no,cellular,jul,unknown,yes
management,divorced,unknown,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,yes
services,married,secondary,no,yes,yes,cellular,jul,unknown,yes
blue-collar,single,secondary,no,no,no,cellular,jul,unknown,yes
admin.,married,unknown,no,yes,no,cellular,jul,unknown,yes
admin.,married,secondary,no,yes,no,telephone,jul,unknown,yes
management,married,secondary,no,yes,no,cellular,jul,unknown,yes
management,divorced,tertiary,no,yes,no,cellular,jul,unknown,yes
blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,yes
technician,single,tertiary,no,no,yes,cellular,jul,unknown,yes
services,divorced,secondary,no,no,yes,cellular,jul,unknown,yes
management,single,secondary,no,yes,yes,cellular,jul,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,yes
technician,single,secondary,no,yes,no,cellular,jul,unknown,yes
entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,yes
technician,married,secondary,no,yes,no,cellular,jul,unknown,yes
admin.,married,secondary,no,yes,no,cellular,jul,unknown,yes
admin.,single,secondary,no,no,no,cellular,jul,unknown,yes
admin.,married,secondary,no,yes,yes,cellular,jul,unknown,yes
self-employed,married,secondary,no,yes,no,cellular,jul,unknown,yes
services,single,tertiary,no,yes,no,cellular,jul,unknown,yes
technician,married,secondary,no,yes,yes,cellular,jul,unknown,yes
entrepreneur,married,tertiary,no,no,no,cellular,jul,unknown,yes
services,married,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,yes
entrepreneur,single,secondary,no,no,no,cellular,jul,unknown,yes
entrepreneur,married,secondary,no,yes,yes,cellular,jul,unknown,yes
management,married,tertiary,no,yes,yes,cellular,jul,unknown,yes
admin.,single,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,secondary,yes,no,yes,cellular,jul,unknown,yes
management,divorced,tertiary,no,yes,no,cellular,jul,unknown,yes
student,single,secondary,no,yes,no,cellular,jul,unknown,yes
admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,yes
services,single,secondary,no,yes,no,cellular,jul,unknown,yes
technician,divorced,secondary,no,no,no,cellular,jul,unknown,yes
services,married,secondary,no,yes,no,cellular,jul,unknown,yes
unemployed,single,tertiary,no,yes,no,cellular,jul,unknown,yes
retired,married,secondary,no,no,no,telephone,jul,unknown,yes
technician,single,tertiary,no,yes,no,cellular,jul,unknown,yes
technician,single,tertiary,no,yes,yes,cellular,jul,unknown,yes
blue-collar,single,primary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,yes
technician,single,secondary,no,no,yes,cellular,jul,unknown,yes
services,married,secondary,no,no,yes,cellular,jul,unknown,yes
blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,yes
retired,married,primary,no,no,no,telephone,jul,unknown,yes
housemaid,married,secondary,no,no,no,telephone,jul,unknown,yes
technician,single,tertiary,no,yes,no,cellular,jul,unknown,yes
unemployed,married,primary,no,yes,no,cellular,jul,unknown,yes
management,single,tertiary,no,yes,yes,cellular,jul,unknown,yes
blue-collar,single,primary,no,yes,no,cellular,jul,unknown,yes
management,married,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,primary,no,yes,yes,cellular,jul,unknown,yes
retired,divorced,primary,no,no,yes,cellular,jul,unknown,yes
management,married,tertiary,no,yes,no,telephone,jul,unknown,yes
blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,yes
technician,married,secondary,no,yes,no,cellular,jul,unknown,yes
technician,married,tertiary,no,no,no,cellular,jul,unknown,yes
management,married,secondary,no,yes,no,cellular,jul,unknown,yes
management,married,tertiary,no,yes,yes,cellular,jul,unknown,yes
self-employed,married,secondary,no,yes,no,cellular,jul,unknown,yes
housemaid,married,secondary,no,no,yes,cellular,jul,unknown,yes
housemaid,married,primary,no,no,no,cellular,jul,unknown,yes
technician,single,secondary,no,no,no,cellular,jul,unknown,yes
technician,married,secondary,no,yes,no,telephone,jul,unknown,yes
services,married,secondary,no,yes,no,cellular,jul,unknown,yes
self-employed,single,tertiary,no,no,no,telephone,jul,unknown,yes
blue-collar,divorced,secondary,no,yes,no,cellular,jul,unknown,yes
retired,single,secondary,no,no,yes,cellular,jul,unknown,yes
technician,married,secondary,no,no,yes,cellular,jul,unknown,yes
admin.,single,secondary,no,no,no,cellular,jul,unknown,yes
management,divorced,tertiary,no,no,no,cellular,jul,unknown,yes
services,married,unknown,no,no,no,cellular,jul,unknown,yes
blue-collar,divorced,primary,no,no,no,cellular,jul,unknown,yes
technician,single,tertiary,no,no,no,cellular,jul,unknown,yes
retired,divorced,secondary,no,yes,no,cellular,jul,unknown,yes
unemployed,married,secondary,no,no,no,cellular,jul,unknown,yes
admin.,married,secondary,no,yes,no,telephone,jul,unknown,yes
blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,yes
admin.,married,secondary,no,no,no,telephone,jul,unknown,yes
housemaid,married,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,secondary,no,no,no,cellular,jul,unknown,yes
services,married,secondary,no,no,no,cellular,jul,unknown,yes
management,divorced,secondary,no,no,no,telephone,jul,unknown,yes
unemployed,single,primary,yes,no,yes,cellular,jul,unknown,yes
entrepreneur,divorced,unknown,yes,yes,no,cellular,jul,unknown,yes
management,married,tertiary,no,no,no,cellular,jul,unknown,yes
unemployed,married,primary,no,no,no,telephone,jul,unknown,yes
retired,divorced,secondary,no,no,no,cellular,jul,unknown,yes
services,married,unknown,yes,no,yes,cellular,jul,unknown,yes
management,married,tertiary,no,no,no,cellular,jul,unknown,yes
blue-collar,divorced,primary,no,no,no,cellular,jul,unknown,yes
entrepreneur,married,tertiary,no,no,no,telephone,jul,unknown,yes
housemaid,married,primary,no,no,yes,cellular,jul,unknown,yes
technician,married,secondary,no,no,no,cellular,jul,unknown,yes
management,married,tertiary,no,yes,no,cellular,jul,unknown,yes
retired,divorced,secondary,no,no,no,cellular,jul,unknown,yes
entrepreneur,married,unknown,no,yes,no,cellular,jul,unknown,yes
management,single,tertiary,no,yes,no,cellular,jul,unknown,yes
housemaid,divorced,primary,no,no,no,cellular,jul,unknown,yes
admin.,married,secondary,no,no,no,cellular,jul,unknown,yes
technician,single,secondary,no,no,yes,cellular,jul,unknown,yes
unemployed,married,secondary,no,no,no,cellular,jul,unknown,yes
self-employed,single,tertiary,no,no,no,cellular,jul,unknown,yes
blue-collar,divorced,primary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,unknown,no,yes,no,telephone,jul,unknown,yes
technician,married,secondary,no,yes,yes,cellular,jul,unknown,yes
unemployed,divorced,tertiary,no,no,no,cellular,jul,unknown,yes
entrepreneur,married,tertiary,yes,no,no,cellular,jul,unknown,yes
housemaid,divorced,primary,no,no,no,cellular,jul,unknown,yes
services,married,secondary,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,primary,no,no,no,cellular,jul,unknown,yes
blue-collar,married,secondary,no,no,no,cellular,jul,unknown,yes
technician,married,primary,no,no,yes,cellular,jul,unknown,yes
management,divorced,tertiary,no,no,no,cellular,jul,unknown,yes
admin.,married,secondary,no,no,no,cellular,jul,unknown,yes
unemployed,married,primary,no,no,no,cellular,jul,unknown,yes
services,married,secondary,no,no,no,telephone,jul,unknown,yes
technician,married,secondary,no,no,no,cellular,aug,unknown,yes
housemaid,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
management,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
retired,married,secondary,no,no,no,cellular,aug,unknown,yes
technician,married,tertiary,no,no,no,cellular,aug,unknown,yes
management,divorced,secondary,no,no,no,cellular,aug,unknown,yes
retired,married,secondary,no,no,no,cellular,aug,unknown,yes
technician,married,tertiary,no,no,no,cellular,aug,unknown,yes
technician,married,tertiary,no,no,no,cellular,aug,unknown,yes
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,yes
retired,married,primary,no,yes,yes,cellular,aug,unknown,yes
housemaid,married,primary,no,no,no,cellular,aug,unknown,yes
unknown,married,unknown,no,no,no,cellular,aug,unknown,yes
management,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
retired,married,primary,no,yes,no,cellular,aug,unknown,yes
technician,single,secondary,no,no,no,cellular,aug,unknown,yes
management,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
blue-collar,married,primary,no,no,no,cellular,aug,unknown,yes
technician,married,tertiary,no,no,no,cellular,aug,unknown,yes
services,married,secondary,no,no,no,cellular,aug,unknown,yes
technician,married,tertiary,no,no,no,cellular,aug,unknown,yes
technician,married,tertiary,no,no,yes,cellular,aug,unknown,yes
technician,married,tertiary,no,no,no,cellular,aug,unknown,yes
technician,divorced,secondary,no,yes,no,cellular,aug,unknown,yes
technician,married,secondary,no,no,no,cellular,aug,unknown,yes
retired,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
retired,married,secondary,no,no,no,cellular,aug,unknown,yes
admin.,married,secondary,no,no,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
admin.,married,secondary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
services,married,secondary,no,no,no,cellular,aug,unknown,yes
management,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
management,divorced,tertiary,yes,no,no,cellular,aug,unknown,yes
management,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
technician,married,secondary,no,no,no,cellular,aug,unknown,yes
technician,married,tertiary,no,yes,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
technician,divorced,secondary,no,no,no,cellular,aug,unknown,yes
technician,married,secondary,no,no,no,cellular,aug,unknown,yes
technician,single,secondary,no,no,yes,cellular,aug,unknown,yes
self-employed,married,tertiary,no,no,no,cellular,aug,unknown,yes
blue-collar,married,primary,no,no,no,cellular,aug,unknown,yes
admin.,married,secondary,no,yes,no,cellular,aug,unknown,yes
blue-collar,married,primary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
technician,single,secondary,no,no,no,cellular,aug,unknown,yes
admin.,married,secondary,no,no,no,cellular,aug,unknown,yes
technician,divorced,secondary,no,no,no,cellular,aug,unknown,yes
blue-collar,married,primary,no,yes,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
technician,married,tertiary,no,no,no,cellular,aug,unknown,yes
self-employed,married,tertiary,no,no,no,cellular,aug,unknown,yes
technician,married,secondary,no,no,no,cellular,aug,unknown,yes
